Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
female,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Biochemistry,998,998,2020,Peshawar,Jinnah Medical College
male,Sindhi,Lahore,Punjabi,Sports,3,Engrr,House Wife,Commerce,BBA,840,852,2019,Karachi,IBA
female,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Forensics,901,963,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Islamabad,Urdu,Writing,3,Engrr,Doctor,Pre-Med,BSPharmacy,741,780,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,Doctor,Pre-Engrr,BSCS,840,780,2019,Peshawar,CECOS
male,Kashmiris,Other,Urdu,Sports,3,Engrr,House Wife,Pre-Engrr,BSEE,800,870,2019,Peshawar,UET
male,Sindhi,Karachi,Urdu,Nothing,1,Engrr,House Wife,Pre-Engrr,BSEE,956,963,2019,Karachi,Iqra University
female,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,Commerce,BBA,970,966,2019,Islamabad,COMSATS
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,House Wife,Pre-Med,BSPharmacy,752,740,2019,Peshawar,CECOS
male,Other,Kohat,Hinko,Reading,7,Army,Doctor,Pre-Engrr,BSCS,980,970,2019,Lahore,LUMS
male,Punjabi,Karachi,Urdu,Sports,3,Engrr,House Wife,CS,BSAI,832,765,2020,Karachi,Iqra University
female,Other,Islamabad,Urdu,Reading,6.2,Retired,Teacher,Pre-Med,BSBotany,985,987,2019,Lahore,Government College University (GCU)
female,Punjabi,Islamabad,Urdu,Gaming,2.5,Teacher,Teacher,Pre-Med,Biochemistry,856,782,2019,Lahore,UMT
male,Pashtun,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,Physiology,975,952,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Islamabad,Urdu,Gaming,6,Army,Doctor,Commerce,BBA,1000,991,2019,Lahore,LUMS
male,Sindhi,Sukkur�,Sindhi,Gaming,4,Engrr,Teacher,Pre-Engrr,BSEE,870,900,2019,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,3,Doctor,Doctor,Commerce,BBA,960,940,2020,Peshawar,IMsciences
male,Pashtun,Peshawar,Pashto,Sports,3,Engrr,House Wife,Pre-Engrr,BSCivil,750,741,2019,Peshawar,CECOS
male,Other,Lahore,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,1009,920,2019,Islamabad,NUST
male,Other,Lahore,Urdu,Nothing,4,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Sindhi,Karachi,Sindhi,Sports,3,Engrr,House Wife,Commerce,BSAF,860,863,2019,Karachi,IBA
male,Sindhi,Karachi,Sindhi,Sports,3,Engrr,Doctor,Commerce,BSAF,805,841,2019,Karachi,IBA
male,Sindhi,Islamabad,Lahore,Gaming,2,Doctor,Doctor,Commerce,BSAF,784,895,2020,Islamabad,Bahria University
female,Punjabi,Islamabad,Urdu,Writing,4,Doctor,House Wife,Pre-Engrr,BBA,740,856,2019,Karachi,IBA
male,Punjabi,Abbotabad,Urdu,Sports,2,Retired,Doctor,CS,BSAI,942,753,2019,Karachi,Iqra University
male,Other,Karachi,Urdu,Gaming,2,Doctor,Doctor,CS,BSCS,900,954,2019,Islamabad,COMSATS
male,Other,Karachi,Punjabi,Gaming,1,Engrr,Doctor,Pre-Engrr,BSMech,1010,998,2019,Karachi,NUST
female,Pashtun,Islamabad,Urdu,Gaming,1.5,Doctor,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
female,Punjabi,Lahore,Punjabi,Reading,1.3,Engrr,House Wife,CS,BSCS,823,852,2020,Karachi,NED
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSAI,900,900,2019,Peshawar,Abdul Wali Khan University
male,Other,Peshawar,Pashto,Nothing,2,Retired,House Wife,Pre-Engrr,BSSE,902,903,2019,Peshawar,Abdul Wali Khan University
male,Pashtun,Kohat,Urdu,Gaming,4,Retired,House-Wife,CS,BSAI,980,950,2023,Islamabad,FAST NUCES
male,Pashtun,Peshawar,Hinko,Nothing,2,Engrr,Doctor,Commerce,BBA,978,902,2019,Islamabad,AU (Air University)
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSAviMgt,950,905,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Urdu,Nothing,2,Retired,House Wife,CS,BSCS,879,935,2019,Peshawar,UOP
male,Punjabi,Karachi,Urdu,Writing,5,Engrr,House Wife,Commerce,BBA,740,825,2019,Karachi,IBA
male,Sindhi,Karachi,Urdu,Gaming,6.3,Doctor,Teacher,Pre-Engrr,BSEE,990,990,2019,Karachi,Aga Khan
female,Other,Islamabad,Urdu,Sports,10,Doctor,House Wife,Pre-Med,Biochemistry,998,998,2020,Peshawar,Jinnah Medical College
female,Sindhi,Karachi,Urdu,Nothing,6.3,Doctor,Teacher,Pre-Engrr,BSEE,1001,1000,2019,Karachi,Aga Khan
female,Other,Peshawar,Hinko,Gaming,3,Retired,Doctor,Commerce,BBA,970,870,2019,Peshawar,IMsciences
male,Other,Islamabad,Punjabi,Gaming,7,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,Pre-Engrr,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Other,Islamabad,Urdu,Nothing,1,Engrr,House Wife,Pre-Engrr,BSCS,877,800,2020,Islamabad,AU (Air University)
female,Sindhi,Karachi,Urdu,Gaming,6.3,Doctor,Teacher,Pre-Med,MBBS,1000,1098,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,House Wife,Commerce,BBA,950,800,2019,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAF,813,741,2020,Islamabad,Iqra University
female,Punjabi,Islamabad,Urdu,Sports,10,Retired,Doctor,Pre-Med,Forensics,906,959,2019,Peshawar,Northwest School of Medicine
male,Other,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Med,BSBotany,985,987,2020,Peshawar,Abasyn University
female,Other,Karachi,Urdu,Gaming,2,Doctor,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
female,Kashmiris,Abbotabad,Urdu,Writing,2,Doctor,Doctor,Pre-Med,MBBS,800,900,2019,Peshawar,KMC
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,Doctor,Commerce,BSEconomics,823,852,2020,Karachi,NED
female,Pashtun,Kohat,Punjabi,Reading,2,Engrr,House Wife,Pre-Engrr,BSMech,900,910,2019,Peshawar,IMsciences
female,Punjabi,Kohat,Urdu,Gaming,7,Engrr,Doctor,Pre-Engrr,BSBotany,920,740,2019,Lahore,Government College University (GCU)
female,Pashtun,Kohat,Hinko,Gaming,2,Engrr,House Wife,Pre-Med,MBBS,900,910,2019,Peshawar,KMC
male,Other,Lahore,Urdu,Gaming,7,Engrr,Doctor,CS,BSIT,900,910,2019,Lahore,LUMS
male,Other,Faisalabad,Urdu,Gaming,2,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Punjabi,Sialkot,Punjabi,Sports,3.5,Engrr,Doctor,Pre-Engrr,BSCS,938,987,2020,Lahore,PU (University of Punjab)
male,Sindhi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,CS,BSCS,900,856,2020,Islamabad,Quaid-i-Azam University (QAU)
female,Punjabi,Lahore,Urdu,Nothing,4,Doctor,Doctor,Pre-Med,BSBiotechnology,822,741,2019,Lahore,UMT
male,Baloch,Karachi,Urdu,Nothing,1.2,Retired,Doctor,Pre-Engrr,BSSE,985,987,2020,Peshawar,Abasyn University
male,Other,Faisalabad,Urdu,Gaming,2,Retired,House Wife,CS,BSCS,870,930,2019,Peshawar,UOP
male,Other,Islamabad,Urdu,Nothing,5,Doctor,Teacher,Pre-Engrr,BSCivil,899,920,2019,Peshawar,IMsciences
male,Punjabi,Lahore,Lahore,Writing,1.5,Doctor,Doctor,Pre-Engrr,BSEE,856,880,2020,Islamabad,AU (Air University)
male,Punjabi,Lahore,Punjabi,Sports,4,Engrr,House Wife,Pre-Med,MBBS,826,960,2020,Lahore,PU (University of Punjab)
male,Punjabi,Peshawar,Urdu,Nothing,1.5,Doctor,House Wife,CS,BSCS,990,800,2019,Peshawar,FAST NUCES
female,Other,Karachi,Urdu,Sports,6,Engrr,Doctor,Pre-Med,BSBotany,920,740,2019,Lahore,Government College University (GCU)
female,Other,Islamabad,Urdu,Nothing,8,Doctor,Doctor,Pre-Med,Pharmacology,875,998,2020,Peshawar,Northwest School of Medicine
male,Pashtun,Peshawar,Pashto,Nothing,2,Retired,Doctor,Commerce,BSEconomics,823,852,2020,Karachi,NED
male,Pashtun,Peshawar,Pashto,Nothing,1.5,Doctor,Teacher,Pre-Engrr,BSSE,985,987,2020,Peshawar,Abasyn University
male,Pashtun,Kohat,Urdu,Gaming,8,Retired,Doctor,Pre-Med,Physiology,987,987,2019,Peshawar,Northwest School of Medicine
male,Brahuis,Islamabad,Urdu,Gaming,1,Teacher,Teacher,CS,BSCS,967,970,2019,Islamabad,COMSATS
male,Other,Lahore,Punjabi,Nothing,9,Army,Doctor,Pre-Engrr,BSCivil,980,970,2019,Lahore,LUMS
female,Punjabi,Islamabad,Urdu,Sports,6.5,Doctor,Teacher,Pre-Med,MBBS,978,992,2020,Karachi,Aga Khan
male,Other,Karachi,Urdu,Gaming,6.3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Karachi,Aga Khan
male,Pashtun,Kohat,Pashto,Reading,1.2,Engrr,House Wife,Pre-Engrr,BSEE,900,924,2020,Islamabad,COMSATS
male,Punjabi,Islamabad,Punjabi,Nothing,10,Doctor,House Wife,Pre-Med,Physiology,963,963,2019,Peshawar,Northwest School of Medicine
male,Other,Karachi,Urdu,Writing,2,Teacher,House Wife,CS,BSCS,965,978,2020,Islamabad,FAST NUCES
male,Other,Peshawar,Pashto,Nothing,1.5,Retired,House Wife,Pre-Engrr,BSSE,902,903,2019,Peshawar,Abdul Wali Khan University
female,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,House Wife,CS,BSCS,752,750,2019,Peshawar,Abasyn University
female,Pashtun,Kohat,Urdu,Nothing,8,Engrr,Doctor,Pre-Engrr,BSSE,869,875,2019,Lahore,Government College University (GCU)
male,Pashtun,Kohat,Urdu,Writing,2,Retired,House-Wife,Pre-Engrr,BSEE,950,980,2023,Islamabad,IMsciences
male,Other,Islamabad,Urdu,Writing,1,Doctor,House Wife,Commerce,BBA,800,850,2019,Lahore,Bahria University
male,Other,Peshawar,Pashto,Gaming,9,Doctor,House Wife,Pre-Med,Biochemistry,955,955,2020,Peshawar,Jinnah Medical College
female,Other,Lahore,Urdu,Sports,8,Doctor,Teacher,Pre-Engrr,BSEE,900,950,2019,Lahore,LUMS
female,Pashtun,Islamabad,Urdu,Gaming,2,Doctor,Doctor,Commerce,BBA,956,940,2019,Islamabad,AU (Air University)
male,Punjabi,Mardan,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Other,Peshawar,Pashto,Nothing,2,Engrr,Doctor,Commerce,BSEconomics,823,852,2020,Karachi,NED
male,Other,Peshawar,Pashto,Nothing,1,Retired,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
male,Other,Peshawar,Urdu,Nothing,3,Retired,Teacher,Pre-Engrr,BSEE,956,879,2020,Peshawar,UET
male,Baloch,Karachi,Pashto,Gaming,1.2,Engrr,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Punjabi,Islamabad,Urdu,Sports,9,Retired,Doctor,Pre-Med,MBBS,952,952,2020,Peshawar,Jinnah Medical College
male,Punjabi,Islamabad,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
male,Other,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,MBBS,995,995,2019,Peshawar,Jinnah Medical College
female,Kashmiris,Islamabad,Urdu,Nothing,1,Retired,Doctor,CS,BSCS,982,852,2020,Islamabad,Bahria University
female,Punjabi,Lahore,Punjabi,Writing,2,Retired,Doctor,Pre-Engrr,BSAF,796,985,2020,Lahore,Bahria University
male,Pashtun,Kohat,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSMech,700,780,2019,Peshawar,UET
male,Punjabi,Karachi,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,940,2019,Lahore,UHS
female,Pashtun,Peshawar,Pashto,Reading,0.6,Engrr,House Wife,Pre-Med,MBBS,902,910,2019,Peshawar,KMC
male,Pashtun,Lahore,Punjabi,Gaming,2,Retired,House Wife,Pre-Engrr,BSCivil,823,852,2019,Karachi,NED
female,Punjabi,Islamabad,Urdu,Gaming,3,Teacher,Teacher,Pre-Engrr,BSEE,989,859,2019,Lahore,UMT
male,Other,Karachi,Urdu,Gaming,5,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Lahore,UHS
male,Sindhi,Karachi,Urdu,Gaming,2,Engrr,Teacher,Commerce,BSEconomics,823,852,2019,Karachi,NED
male,Punjabi,Lahore,Urdu,Gaming,1.5,Engrr,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Other,Karachi,Urdu,Sports,5,Retired,Doctor,Pre-Engrr,BSEconomics,850,852,2019,Karachi,IBA
male,Punjabi,Islamabad,Punjabi,Gaming,2,Retired,Doctor,CS,BSCS,946,890,2019,Peshawar,FAST NUCES
female,Other,Islamabad,Urdu,Gaming,3,Retired,House Wife,CS,BSAviMgt,826,960,2019,Lahore,UMT
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,965,879,2019,Peshawar,KMC
female,Sindhi,Karachi,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSEE,999,980,2019,Karachi,NUST
female,Brahuis,Other,Urdu,Gaming,2,Engrr,House Wife,CS,BSCS,970,868,2019,Peshawar,FAST NUCES
female,Other,Kohat,Urdu,Gaming,8,Doctor,Doctor,Pre-Med,Pharmacology,952,924,2019,Peshawar,Northwest School of Medicine
female,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,999,980,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Teacher,Pre-Engrr,BSEE,899,920,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Islamabad,Punjabi,Gaming,6,Army,Doctor,Pre-Engrr,BSMech,930,950,2019,Lahore,LUMS
female,Baloch,Karachi,Urdu,Reading,2,Engrr,House Wife,Pre-Engrr,BSCivil,823,852,2019,Karachi,NED
male,Other,Islamabad,Urdu,Nothing,2,Engrr,House Wife,CS,BSCS,915,800,2019,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Reading,6.5,Army,House Wife,CS,BSCS,900,900,2020,Lahore,Government College University (GCU)
female,Pashtun,Peshawar,Pashto,Nothing,4,Doctor,Doctor,Pre-Engrr,BSMaterial,998,856,2020,Islamabad,PU (University of Punjab)
male,Other,Peshawar,Pashto,Nothing,1,Retired,House Wife,Pre-Engrr,BSCS,900,860,2019,Peshawar,UOP
female,Punjabi,Islamabad,Punjabi,Sports,3,Engrr,Doctor,Commerce,BSAF,752,763,2019,Lahore,UMT
male,Other,Peshawar,Pashto,Nothing,10,Doctor,Doctor,Pre-Med,Biochemistry,1000,1000,2020,Peshawar,Jinnah Medical College
male,Other,Karachi,Urdu,Gaming,2.5,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Lahore,UHS
male,Pashtun,Kohat,Hinko,Sports,2,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
male,Punjabi,Islamabad,Punjabi,Sports,8,Retired,Doctor,Pre-Med,Physiology,984,959,2019,Peshawar,Northwest School of Medicine
female,Other,Kohat,Urdu,Writing,1,Engrr,Doctor,Pre-Engrr,BSCivil,997,970,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Writing,3,Teacher,House Wife,CS,BSCS,900,870,2020,Islamabad,FAST NUCES
male,Punjabi,Lahore,Punjabi,Reading,6.3,Doctor,Teacher,Pre-Med,MBBS,1000,1000,2019,Karachi,Aga Khan
male,Punjabi,Islamabad,Punjabi,Gaming,6,Teacher,House Wife,Pre-Engrr,BSChemical,925,875,2020,Islamabad,PU (University of Punjab)
male,Pashtun,Islamabad,Urdu,Writing,1,Doctor,Doctor,Pre-Med,BSBotany,850,950,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Other,Peshawar,Pashto,Gaming,10,Doctor,House Wife,Pre-Med,Biochemistry,955,955,2020,Peshawar,Jinnah Medical College
male,Pashtun,Peshawar,Urdu,Nothing,2,Engrr,House Wife,Pre-Med,MBBS,892,900,2019,Peshawar,KMC
female,Baloch,Karachi,Urdu,Reading,2,Retired,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Sindhi,Karachi,Urdu,Writing,2,Retired,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Other,Sialkot,Urdu,Gaming,6.5,Doctor,Teacher,Pre-Med,MBBS,1000,1098,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSCivil,745,820,2019,Peshawar,IMsciences
male,Other,Faisalabad,Urdu,Gaming,2,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Other,Islamabad,Urdu,Gaming,4,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Pashtun,Kohat,Hinko,Gaming,3,Engrr,Teacher,Pre-Engrr,BSMech,879,935,2019,Peshawar,IMsciences
female,Other,Islamabad,Punjabi,Nothing,3,Doctor,Teacher,Pre-Engrr,BSAviMgt,763,725,2019,Lahore,UMT
male,Punjabi,Islamabad,Urdu,Nothing,4,Doctor,House Wife,Pre-Med,MBBS,952,812,2020,Islamabad,PU (University of Punjab)
female,Sindhi,Sialkot,Urdu,Writing,7,Engrr,Doctor,Pre-Engrr,BSCS,780,800,2019,Lahore,LUMS
male,Pashtun,Kohat,Urdu,Gaming,10,Retired,Doctor,Pre-Med,Physiology,987,987,2019,Peshawar,Northwest School of Medicine
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,Pre-Med,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
male,Other,Islamabad,Urdu,Writing,1,Doctor,House Wife,Commerce,BBA,800,850,2019,Lahore,Bahria University
male,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Med,BSBotany,985,987,2019,Peshawar,Abdul Wali Khan University
female,Punjabi,Lahore,Punjabi,Writing,3,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Punjabi,Mardan,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,House Wife,Commerce,BSEconomics,841,854,2019,Karachi,IBA
male,Other,Peshawar,Urdu,Reading,7,Engrr,Doctor,Pre-Engrr,BSCS,938,987,2019,Lahore,Government College University (GCU)
male,Punjabi,Sialkot,Urdu,Gaming,4,Army,Doctor,Pre-Med,BSBiotechnology,1020,950,2020,Lahore,PU (University of Punjab)
female,Punjabi,Islamabad,Urdu,Nothing,0.7,Engrr,House Wife,Pre-Med,MBBS,890,900,2019,Peshawar,KMC
female,Pashtun,Islamabad,Urdu,Gaming,1,Doctor,House Wife,CS,BSCS,752,750,2019,Peshawar,Abasyn University
male,Other,Peshawar,Pashto,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Other,Karachi,Urdu,Sports,3,Engrr,Doctor,CS,BSCS,804,854,2019,Karachi,IBA
male,Other,Peshawar,Pashto,Nothing,1.5,Retired,House Wife,Pre-Engrr,BSSE,902,903,2019,Peshawar,Abdul Wali Khan University
male,Other,Islamabad,Punjabi,Gaming,6.5,Doctor,Teacher,Pre-Med,MBBS,999,1003,2019,Karachi,Aga Khan
male,Other,Lahore,Punjabi,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,970,2019,Lahore,UHS
male,Baloch,Mardan,Urdu,Sports,5,Army,House Wife,Pre-Med,MBBS,900,900,2019,Lahore,UHS
male,Sindhi,Sukkur�,Sindhi,Nothing,2,Engrr,Teacher,Pre-Engrr,BSEE,830,835,2019,Peshawar,UET
male,Sindhi,Islamabad,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BBA,785,963,2020,Karachi,Bahria University
male,Baloch,Lahore,Punjabi,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,950,865,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Engrr,House Wife,Pre-Med,MBBS,988,856,2019,Peshawar,KMC
male,Pashtun,Peshawar,Pashto,Gaming,2,Doctor,House Wife,Pre-Engrr,BSCivil,780,785,2019,Peshawar,CECOS
male,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSEconomics,746,852,2019,Karachi,Iqra University
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Other,Peshawar,Urdu,Gaming,9,Retired,Doctor,Pre-Med,MBBS,952,952,2019,Peshawar,Jinnah Medical College
male,Other,Peshawar,Pashto,Nothing,1.5,Retired,House Wife,Pre-Engrr,BSSE,902,903,2019,Peshawar,Abdul Wali Khan University
male,Punjabi,Islamabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,987,986,2019,Lahore,UMT
male,Pashtun,Peshawar,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
male,Other,Islamabad,Urdu,Gaming,1,Engrr,Doctor,CS,BSCS,970,950,2019,Islamabad,COMSATS
male,Other,Abbotabad,Urdu,Sports,4,Engrr,Doctor,Pre-Med,BSPharmacy,920,740,2019,Peshawar,CECOS
male,Other,Peshawar,Pashto,Writing,3,Engrr,House Wife,Pre-Engrr,BSEE,910,984,2019,Peshawar,UOP
male,Muhajirs,Karachi,Urdu,Nothing,1.5,Doctor,Teacher,Pre-Engrr,BSEE,800,820,2019,Peshawar,FAST NUCES
male,Other,Lahore,Urdu,Nothing,1,Engrr,House Wife,CS,BSCS,980,785,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Other,Islamabad,Urdu,Gaming,4,Doctor,House Wife,CS,BSAF,804,852,2019,Karachi,IBA
male,Other,Mardan,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Pashto,Sports,3,Engrr,House Wife,Pre-Engrr,BSCivil,750,741,2019,Peshawar,CECOS
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,House Wife,Pre-Med,BSPharmacy,752,740,2019,Peshawar,CECOS
male,Sindhi,Karachi,Urdu,Nothing,3,Engrr,Teacher,Commerce,BSEconomics,823,852,2020,Karachi,NED
male,Other,Peshawar,Urdu,Writing,1,Doctor,Doctor,Pre-Med,BSBotany,800,750,2020,Islamabad,Quaid-i-Azam University (QAU)
female,Sindhi,Sialkot,Urdu,Writing,8,Engrr,Doctor,Pre-Engrr,BSCS,780,800,2019,Lahore,LUMS
male,Punjabi,Kohat,Urdu,Nothing,1,Doctor,Teacher,Pre-Engrr,BSEE,970,965,2018,Islamabad,Quaid-i-Azam University (QAU)
female,Other,Islamabad,Punjabi,Writing,2,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Punjabi,Islamabad,Punjabi,Gaming,3,Retired,Doctor,CS,BSCS,930,800,2019,Peshawar,FAST NUCES
male,Other,Karachi,Urdu,Gaming,1,Doctor,Teacher,CS,BSCS,880,920,2019,Islamabad,COMSATS
female,Punjabi,Islamabad,Urdu,Sports,8,Retired,Doctor,Pre-Med,Forensics,906,959,2019,Peshawar,Northwest School of Medicine
female,Punjabi,Lahore,Punjabi,Gaming,2,Doctor,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Other,Karachi,Urdu,Nothing,1.5,Doctor,House Wife,Pre-Engrr,BSSE,996,996,2020,Karachi,NUST
male,Punjabi,Lahore,Urdu,Nothing,1,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Kashmiris,Islamabad,Urdu,Writing,2,Engrr,Doctor,CS,BSCS,782,874,2020,Karachi,Bahria University
male,Other,Islamabad,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,997,940,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAF,850,826,2019,Karachi,IBA
male,Punjabi,Kohat,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSCS,998,842,2020,Peshawar,FAST NUCES
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSEE,985,987,2019,Peshawar,Abdul Wali Khan University
male,Punjabi,Islamabad,Punjabi,Sports,8,Retired,Doctor,Pre-Med,Physiology,984,959,2019,Peshawar,Northwest School of Medicine
female,Other,Abbotabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,780,750,2019,Peshawar,CECOS
male,Baloch,Karachi,Urdu,Gaming,1.2,Doctor,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Punjabi,Lahore,Lahore,Writing,3,Doctor,Doctor,Pre-Engrr,BSEE,856,880,2020,Islamabad,AU (Air University)
male,Other,Karachi,Urdu,Nothing,6.4,Doctor,Teacher,Pre-Med,MBBS,1000,999,2019,Karachi,Aga Khan
male,Other,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,729,803,2019,Peshawar,UOP
male,Sindhi,Karachi,Sindhi,Writing,1,Doctor,Teacher,Pre-Engrr,BSEE,997,967,2020,Karachi,NUST
male,Punjabi,Lahore,Urdu,Writing,3,Doctor,House Wife,Pre-Med,MBBS,980,1002,2019,Lahore,UHS
male,Pashtun,Kohat,Urdu,Writing,1.6,Engrr,House Wife,Pre-Engrr,BSEE,910,984,2019,Peshawar,UOP
male,Pashtun,Kohat,Urdu,Nothing,3,Retired,House Wife,Pre-Engrr,BSEE,890,900,2019,Peshawar,UOP
female,Other,Kohat,Urdu,Gaming,9,Doctor,Doctor,Pre-Med,MBBS,941,941,2020,Peshawar,Jinnah Medical College
male,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Pharmacology,856,951,2019,Peshawar,Northwest School of Medicine
female,Brahuis,Lahore,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,803,910,2019,Islamabad,FAST NUCES
